date_key,date,year,month,month_name,day_of_week,day_name,is_weekend,is_payday,total_sales,has_sales_observation,sales_ma_7,sales_ma_28
20130919,2013-09-19,2013,9,September,3,Thursday,0,0,279580.372008,1,374936.39826357143,389504.90054253215
20130920,2013-09-20,2013,9,September,4,Friday,0,0,331846.9039701,1,376692.10711230006,389502.7767879643
20130921,2013-09-21,2013,9,September,5,Saturday,1,0,468298.380896,1,375539.87509801425,391207.14199875004
20130922,2013-09-22,2013,9,September,6,Sunday,1,0,502068.7019007,1,371142.12407797144,393291.94943256077
20130923,2013-09-23,2013,9,September,0,Monday,0,0,356043.0340047,1,368686.8659530714,393609.2134679322
20130924,2013-09-24,2013,9,September,1,Tuesday,0,0,303333.392926,1,365265.5006616428,393025.1125360572
20130925,2013-09-25,2013,9,September,2,Wednesday,0,0,312490.104996,1,364808.6986716428,392781.11410759285
20130926,2013-09-26,2013,9,September,3,Thursday,0,0,273057.8798588,1,363876.9140789,392014.6567474428
20130927,2013-09-27,2013,9,September,4,Friday,0,0,320246.574024,1,362219.72408659995,390775.85828590713
20130928,2013-09-28,2013,9,September,5,Saturday,1,0,484903.6890081,1,364591.9109597571,389392.7264252714
20130929,2013-09-29,2013,9,September,6,Sunday,1,0,522868.441946,1,367563.3023948,385194.94857066433
20130930,2013-09-30,2013,9,September,0,Monday,0,1,367068.4500143,1,369138.36182474287,381919.0731795322
20131001,2013-10-01,2013,10,October,1,Tuesday,0,0,436441.034076,1,388153.7391318857,383303.3808239607
20131002,2013-10-02,2013,10,October,2,Wednesday,0,0,414455.6550375,1,402720.24628067145,384085.17257851426
20131003,2013-10-03,2013,10,October,3,Thursday,0,0,348933.24703,1,413559.5844479857,384739.11786305
20131004,2013-10-04,2013,10,October,4,Friday,0,0,378109.978059,1,421825.7850244143,386262.96536769293
20131005,2013-10-05,2013,10,October,5,Saturday,1,0,540156.625057,1,429719.0616028286,387033.4074411571
20131006,2013-10-06,2013,10,October,6,Sunday,1,0,553031.424016,1,434028.0590414,386754.1009741929
20131007,2013-10-07,2013,10,October,0,Monday,0,0,373387.109043,1,434930.72461692855,386619.65104706073
20131008,2013-10-08,2013,10,October,1,Tuesday,0,0,326726.7240121,1,419257.25175065716,387285.80312526075
20131009,2013-10-09,2013,10,October,2,Wednesday,0,0,322529.418957,1,406124.93231058575,387264.545986225
20131010,2013-10-10,2013,10,October,3,Thursday,0,0,305047.0980576,1,399855.4824573857,388057.0948119607
20131011,2013-10-11,2013,10,October,4,Friday,0,0,402913.849028,1,403398.89259581425,391034.1272047822
20131012,2013-10-12,2013,10,October,5,Saturday,1,0,426379.6909939,1,387145.0448725143,389248.9731332786
20131013,2013-10-13,2013,10,October,6,Sunday,1,0,481781.2559686,1,376966.4494371714,387424.9837378357
20131014,2013-10-14,2013,10,October,0,Monday,0,0,342694.7209944,1,372581.8225730857,386334.4437419572
20131015,2013-10-15,2013,10,October,1,Tuesday,0,1,305242.569986,1,369512.6577122143,385547.2873141
20131016,2013-10-16,2013,10,October,2,Wednesday,0,0,355696.963943,1,374250.8784245,386976.18892185006
20131017,2013-10-17,2013,10,October,3,Thursday,0,0,312949.412961,1,375379.78055355715,388167.94038445706
20131018,2013-10-18,2013,10,October,4,Friday,0,0,323327.873107,1,364010.3554219857,387863.68928220356
20131019,2013-10-19,2013,10,October,5,Saturday,1,0,488245.570001,1,372848.3381372857,388576.0888930964
20131020,2013-10-20,2013,10,October,6,Sunday,1,0,537713.5090483,1,380838.6600058143,389849.1177197964
20131021,2013-10-21,2013,10,October,0,Monday,0,0,348721.327971,1,381699.6038596143,389587.6282185928
20131022,2013-10-22,2013,10,October,1,Tuesday,0,0,301641.7850828,1,381185.20601629996,389527.2136527643
20131023,2013-10-23,2013,10,October,2,Wednesday,0,0,323105.11598,1,376529.22773587145,389906.3211879072
20131024,2013-10-24,2013,10,October,3,Thursday,0,0,276059.0800025,1,371259.1801703714,390013.50690732506
20131025,2013-10-25,2013,10,October,4,Friday,0,0,317570.4260338,1,370436.68773134286,389917.9301933893
20131026,2013-10-26,2013,10,October,5,Saturday,1,0,452902.363914,1,365387.6582903429,388775.02572574286
20131027,2013-10-27,2013,10,October,6,Sunday,1,0,512891.4830689,1,361841.654579,388418.7057658465
20131028,2013-10-28,2013,10,October,0,Monday,0,0,346941.91396,1,361587.45257742854,387699.90090676426
20131029,2013-10-29,2013,10,October,1,Tuesday,0,0,302332.9969864,1,361686.1971350857,382910.32815356425
20131030,2013-10-30,2013,10,October,2,Wednesday,0,0,319494.7050373,1,361170.42414327146,379518.8656535571
20131031,2013-10-31,2013,10,October,3,Thursday,0,1,298195.433106,1,364332.7603009143,377706.8008705572
20131101,2013-11-01,2013,11,November,4,Friday,0,0,403637.232955,1,376628.0184325143,378618.48854541423
20131102,2013-11-02,2013,11,November,5,Saturday,1,0,540615.555037,1,389158.4743072285,378634.87890184287
20131103,2013-11-03,2013,11,November,6,Sunday,1,0,602796.556029,1,402002.05615867145,380412.2050451643
20131104,2013-11-04,2013,11,November,0,Monday,0,0,424314.167046,1,413055.2351709571,382231.02854527143
20131105,2013-11-05,2013,11,November,1,Tuesday,0,0,393322.182909,1,426053.69030275714,384609.4377915893
20131106,2013-11-06,2013,11,November,2,Wednesday,0,0,386426.9788195,1,435615.4437002143,386891.49350096425
20131107,2013-11-07,2013,11,November,3,Thursday,0,0,346293.3400477,1,442486.57326331426,388364.57357203925
20131108,2013-11-08,2013,11,November,4,Friday,0,0,358473.978049,1,436034.6797053143,386777.4353227893
20131109,2013-11-09,2013,11,November,5,Saturday,1,0,513850.32307,1,432211.0751386,389901.3864683643
20131110,2013-11-10,2013,11,November,6,Sunday,1,0,587666.490239,1,430049.63716859993,393683.0019780214
20131111,2013-11-11,2013,11,November,0,Monday,0,0,374087.890067,1,422874.4547430286,394804.1865877571
20131112,2013-11-12,2013,11,November,1,Tuesday,0,0,373277.748034,1,420010.9640466,397234.0143751857
20131113,2013-11-13,2013,11,November,2,Wednesday,0,0,332279.2568851,1,412275.5751988286,396397.6676945464
20131114,2013-11-14,2013,11,November,3,Thursday,0,0,284567.4029707,1,403457.5841878285,395384.0244806072
20131115,2013-11-15,2013,11,November,4,Friday,0,1,349383.296052,1,402158.91533111426,396314.5753000714
20131116,2013-11-16,2013,11,November,5,Saturday,1,0,524065.5881155,1,403618.2389090429,397593.8616613035
20131117,2013-11-17,2013,11,November,6,Sunday,1,0,579209.228924,1,402410.05872118566,399075.8516568643
20131118,2013-11-18,2013,11,November,0,Monday,0,0,391945.551999,1,404961.1532829,400619.5739435786
20131119,2013-11-19,2013,11,November,1,Tuesday,0,0,329455.2710234,1,398700.79942424287,401612.91272717144
20131120,2013-11-20,2013,11,November,2,Wednesday,0,0,354337.734795,1,401852.0105542286,402728.3633991357
20131121,2013-11-21,2013,11,November,3,Thursday,0,0,298047.047965,1,403777.6741248429,403513.647969225
20131122,2013-11-22,2013,11,November,4,Friday,0,0,340734.213038,1,402542.0908371286,404340.92607651785
20131123,2013-11-23,2013,11,November,5,Saturday,1,0,485544.298837,1,397039.0495116286,405506.709466625
20131124,2013-11-24,2013,11,November,6,Sunday,1,0,550925.293106,1,392998.4872519142,406865.05982509285
20131125,2013-11-25,2013,11,November,0,Monday,0,0,365965.5090102,1,389287.0525392285,407544.4739340286
20131126,2013-11-26,2013,11,November,1,Tuesday,0,0,323292.830024,1,388406.7038250286,408293.0393996571
20131127,2013-11-27,2013,11,November,2,Wednesday,0,0,337083.286026,1,385941.78257231426,408921.2030063965
20131128,2013-11-28,2013,11,November,3,Thursday,0,0,305982.981947,1,387075.4874268857,409199.3297507178
20131129,2013-11-29,2013,11,November,4,Friday,0,0,357000.404165,1,389399.22901645716,407533.7287225035
20131130,2013-11-30,2013,11,November,5,Saturday,1,1,541977.655801,1,397461.1371541714,407582.37517836073
20131201,2013-12-01,2013,12,December,6,Sunday,1,0,698217.128989,1,418502.8279946,410990.2527840749
20131202,2013-12-02,2013,12,December,0,Monday,0,0,495488.366984,1,437006.09341942857,413532.1884961464
20131203,2013-12-03,2013,12,December,1,Tuesday,0,0,424438.046973,1,451455.4101264286,414643.469355575
20131204,2013-12-04,2013,12,December,2,Wednesday,0,0,424147.0459855,1,463893.09012064285,415990.6146115036
20131205,2013-12-05,2013,12,December,3,Thursday,0,0,386406.804985,1,475382.20769749995,417423.2383592643
20131206,2013-12-06,2013,12,December,4,Friday,0,0,432661.755068,1,486190.9721122143,420072.80182422855
20131207,2013-12-07,2013,12,December,5,Saturday,1,0,537181.319801,1,485505.78125507146,420906.0517074786
20131208,2013-12-08,2013,12,December,6,Sunday,1,0,588855.895921,1,469882.74795964285,420948.53048183577
20131209,2013-12-09,2013,12,December,0,Monday,0,0,442309.3141075,1,462285.74040585716,423385.00991185365
20131210,2013-12-10,2013,12,December,1,Tuesday,0,0,414421.695986,1,460854.833122,424854.436624425
20131211,2013-12-11,2013,12,December,2,Wednesday,0,0,422957.198908,1,460684.85496807145,428092.9345538143
20131212,2013-12-12,2013,12,December,3,Thursday,0,0,384256.080979,1,460377.6086815,431653.24448268214
20131213,2013-12-13,2013,12,December,4,Friday,0,0,434657.0129787,1,460662.64552588575,434698.73437292146
20131214,2013-12-14,2013,12,December,5,Saturday,1,0,554911.917024,1,463195.5879863143,435800.3889767965
20131215,2013-12-15,2013,12,December,6,Sunday,1,1,642015.7758165,1,470789.85654281423,438043.47993724287
20131216,2013-12-16,2013,12,December,0,Monday,0,0,516060.290853,1,481325.7103636,442476.14918202854
20131217,2013-12-17,2013,12,December,1,Tuesday,0,0,480470.7168425,1,490761.28477167146,447869.55796128215
20131218,2013-12-18,2013,12,December,2,Wednesday,0,0,527481.336925,1,505693.3044883857,454053.2580373536
20131219,2013-12-19,2013,12,December,3,Thursday,0,0,507461.038187,1,523294.0126609571,461532.32911671064
20131220,2013-12-20,2013,12,December,4,Friday,0,0,544104.2676365,1,538929.3347549286,468795.5453523714
20131221,2013-12-21,2013,12,December,5,Saturday,1,0,685673.07474,1,557609.5001429286,475943.0016346214
20131222,2013-12-22,2013,12,December,6,Sunday,1,0,696295.146867,1,565363.6960072857,481134.7821260857
20131223,2013-12-23,2013,12,December,0,Monday,0,0,792865.284427,1,604907.2665178571,496381.2026766857
20131224,2013-12-24,2013,12,December,1,Tuesday,0,0,620663.290732,1,624934.7770735,507001.5762734
20131225,2013-12-25,2013,12,December,2,Wednesday,0,0,,0,641177.01709825,513294.84628256294
20131226,2013-12-26,2013,12,December,3,Thursday,0,0,470731.1624137,1,635055.3711360333,519396.63074429263
20131227,2013-12-27,2013,12,December,4,Friday,0,0,479314.968043,1,624257.1545371168,523926.79977681115
20131228,2013-12-28,2013,12,December,5,Saturday,1,0,556952.305979,1,602803.69307695,524481.4164500705
20131229,2013-12-29,2013,12,December,6,Sunday,1,0,499719.5049237,1,570041.0860864,517129.65259580006
20131230,2013-12-30,2013,12,December,0,Monday,0,0,635134.7358515,1,543752.6613238166,522301.74033163337
20131231,2013-12-31,2013,12,December,1,Tuesday,0,1,507264.6630475,1,524852.8900430667,525369.392778837
20140101,2014-01-01,2014,1,January,2,Wednesday,0,0,8602.065404,1,451102.7722374857,509978.8379424852
20140102,2014-01-02,2014,1,January,3,Thursday,0,0,801011.226041,1,498285.63846995716,525334.5572408555
20140103,2014-01-03,2014,1,January,4,Friday,0,0,680672.845603,1,527051.0495499572,534520.1531865963
20140104,2014-01-04,2014,1,January,5,Saturday,1,0,936628.8866039,1,581290.5610678,549314.5075126296
20140105,2014-01-05,2014,1,January,6,Sunday,1,0,949618.78894,1,645561.8873558429,562676.0961429629
20140106,2014-01-06,2014,1,January,0,Monday,0,0,602268.564009,1,640866.7199497714,568600.5128059814
20140107,2014-01-07,2014,1,January,1,Tuesday,0,0,563450.5988595,1,648893.2822086286,574120.1018012962
20140108,2014-01-08,2014,1,January,2,Wednesday,0,0,636176.853478,1,738546.8233620572,582017.1260446296
20140109,2014-01-09,2014,1,January,3,Thursday,0,0,496377.933414,1,695027.7815582,586169.787245926
20140110,2014-01-10,2014,1,January,4,Friday,0,0,543055.329066,1,675368.1363386286,590184.5396936038
20140111,2014-01-11,2014,1,January,5,Saturday,1,0,787321.455619,1,654038.5033407856,598792.3003823074
20140112,2014-01-12,2014,1,January,6,Sunday,1,0,844633.598917,1,639040.6190517858,606296.6642008445
20140113,2014-01-13,2014,1,January,0,Monday,0,0,555547.0150185,1,632366.1120531429,607759.1354662334
20140114,2014-01-14,2014,1,January,1,Tuesday,0,0,502643.104285,1,623679.3271139285,608580.3350011407
20140115,2014-01-15,2014,1,January,2,Wednesday,0,1,567067.469069,1,613806.557912643,610046.488043511
20140116,2014-01-16,2014,1,January,3,Thursday,0,0,502789.214207,1,614722.4551687856,609873.4575257334
20140117,2014-01-17,2014,1,January,4,Friday,0,0,542937.915657,1,614705.6818246429,609830.2593042704
20140118,2014-01-18,2014,1,January,5,Saturday,1,0,786779.8899055,1,614628.3152941428,613574.9561622519
20140119,2014-01-19,2014,1,January,6,Sunday,1,0,851735.334091,1,615642.8488904285,619332.0001335111
20140120,2014-01-20,2014,1,January,0,Monday,0,0,575850.061871,1,618543.2841550715,611294.3992981038
20140121,2014-01-21,2014,1,January,1,Tuesday,0,0,538817.207912,1,623711.0132446429,608263.062897363
20140122,2014-01-22,2014,1,January,2,Wednesday,0,0,553097.596874,1,621715.3172167857,606292.8676822429
20140123,2014-01-23,2014,1,January,3,Thursday,0,0,460789.0398597,1,615715.2923100286,605937.7918767428
20140124,2014-01-24,2014,1,January,4,Friday,0,0,526124.572256,1,613313.3861098858,607609.5634557785
20140125,2014-01-25,2014,1,January,5,Saturday,1,0,733880.979053,1,605756.3988452429,613928.4446369929
20140126,2014-01-26,2014,1,January,6,Sunday,1,0,814057.732862,1,600373.8843839571,625154.8099205036
20140127,2014-01-27,2014,1,January,0,Monday,0,0,540798.833711,1,595366.5660753858,621785.6705583428
20140128,2014-01-28,2014,1,January,1,Tuesday,0,0,481593.435798,1,587191.7414876714,620868.8410137178
20140129,2014-01-29,2014,1,January,2,Wednesday,0,0,512853.989922,1,581442.6547802428,638877.8383179322
20140130,2014-01-30,2014,1,January,3,Thursday,0,0,453642.97070330003,1,580421.7877579,626471.8291987285
20140131,2014-01-31,2014,1,January,4,Friday,0,1,560816.192394,1,585377.7334919,622191.2344412644
20140201,2014-02-01,2014,2,February,5,Saturday,1,0,648870.19898,1,573233.3363386143,611914.1384546964
20140202,2014-02-02,2014,2,February,6,Sunday,1,0,619805.537102,1,545483.0226586143,600135.0937461965
20140203,2014-02-03,2014,2,February,0,Monday,0,0,461637.5229585,1,534174.2639796857,595112.5565658214
20140204,2014-02-04,2014,2,February,1,Tuesday,0,0,403189.5869763,1,522973.71414801426,589388.9489985643
20140205,2014-02-05,2014,2,February,2,Wednesday,0,0,399138.3059075,1,506728.6164316571,580923.2865853321
20140206,2014-02-06,2014,2,February,3,Thursday,0,0,359139.101529,1,493228.0636924714,576021.8997322965
20140207,2014-02-07,2014,2,February,4,Friday,0,0,389471.568011,1,468750.2602091857,570536.7654089036
20140208,2014-02-08,2014,2,February,5,Saturday,1,0,530128.059914,1,451787.0974854714,561351.2869908678
20140209,2014-02-09,2014,2,February,6,Sunday,1,0,520753.7470746,1,437636.84176727146,549784.1494250678
20140210,2014-02-10,2014,2,February,0,Monday,0,0,396622.737011,1,428349.0152033429,544108.2823533715
20140211,2014-02-11,2014,2,February,1,Tuesday,0,0,358382.7339877,1,421948.03620497143,538956.1262713249
20140212,2014-02-12,2014,2,February,2,Wednesday,0,0,387758.393971,1,420322.33449975715,532552.2307321107
20140213,2014-02-13,2014,2,February,3,Thursday,0,0,347373.2985675,1,418641.50550525717,527001.6623164143
20140214,2014-02-14,2014,2,February,4,Friday,0,0,361206.4069057,1,414603.6253473571,520511.2512895822
20140215,2014-02-15,2014,2,February,5,Saturday,1,1,538893.357859,1,415855.81076807145,511658.16085935
20140216,2014-02-16,2014,2,February,6,Sunday,1,0,595300.23508,1,426505.3090545571,502499.76446609996
20140217,2014-02-17,2014,2,February,0,Monday,0,0,412029.2879535,1,428706.24490348576,496649.02254047495
20140218,2014-02-18,2014,2,February,1,Tuesday,0,0,365331.247942,1,429698.88975410006,490453.0953986893
20140219,2014-02-19,2014,2,February,2,Wednesday,0,0,360161.6390075,1,425756.49618788576,483562.52547488565
20140220,2014-02-20,2014,2,February,3,Thursday,0,0,322451.9201135,1,422196.29926588567,478621.9140553786
20140221,2014-02-21,2014,2,February,4,Friday,0,0,369403.653633,1,423367.3345126429,473024.73839027144
20140222,2014-02-22,2014,2,February,5,Saturday,1,0,538206.082827,1,423269.1523652143,466036.34923934285
20140223,2014-02-23,2014,2,February,6,Sunday,1,0,487896.463891,1,407925.7564810714,454387.73249037855
20140224,2014-02-24,2014,2,February,0,Monday,0,0,404224.188997,1,406810.7423444285,449510.0666077357
20140225,2014-02-25,2014,2,February,1,Tuesday,0,0,351418.110084,1,404823.1512218571,444860.94783223566
20140226,2014-02-26,2014,2,February,2,Wednesday,0,0,353604.266985,1,403886.3837900714,439173.45772734284
20140227,2014-02-27,2014,2,February,3,Thursday,0,0,330330.185244,1,405011.8502372857,434769.429675225
20140228,2014-02-28,2014,2,February,4,Friday,0,1,425624.795466,1,413043.4419277143,429941.16549922497
20140301,2014-03-01,2014,3,March,5,Saturday,1,0,911360.2578707,1,466351.1812196714,439315.81045960716
20140302,2014-03-02,2014,3,March,6,Sunday,1,0,667413.052988,1,491996.40823352855,441016.0788841071
20140303,2014-03-03,2014,3,March,0,Monday,0,0,613973.031386,1,521960.52857481426,446456.63275651785
20140304,2014-03-04,2014,3,March,1,Tuesday,0,0,748930.902096,1,578748.0702908143,458804.5368679357
20140305,2014-03-05,2014,3,March,2,Wednesday,0,0,741756.416525,1,634198.3773679571,471040.89796141785
20140306,2014-03-06,2014,3,March,3,Thursday,0,0,614082.444339,1,674734.4143815285,480146.0173474893
20140307,2014-03-07,2014,3,March,4,Friday,0,0,598242.341178,1,699394.063768957,487602.11638916784
20140308,2014-03-08,2014,3,March,5,Saturday,1,0,753345.259201,1,676820.4925304286,495574.15922084637
20140309,2014-03-09,2014,3,March,6,Sunday,1,0,916117.649984,1,712349.7206727143,509694.2986104678
20140310,2014-03-10,2014,3,March,0,Monday,0,0,587414.828974,1,708555.6917567143,516508.30189486075
20140311,2014-03-11,2014,3,March,1,Tuesday,0,0,539365.375063,1,678617.7593234285,522971.96764755005
20140312,2014-03-12,2014,3,March,2,Wednesday,0,0,575676.797032,1,654892.0993958571,529683.3391854429
20140313,2014-03-13,2014,3,March,3,Thursday,0,0,473298.042544,1,634780.0419965715,534180.6514703179
20140314,2014-03-14,2014,3,March,4,Friday,0,0,530515.2554715,1,625104.7440385,540227.3960619535
20140315,2014-03-15,2014,3,March,5,Saturday,1,1,731049.789851,1,621919.6769884999,547090.1257759535
20140316,2014-03-16,2014,3,March,6,Sunday,1,0,929808.492772,1,623875.5116724999,559036.8492649535
20140317,2014-03-17,2014,3,March,0,Monday,0,0,612719.522118,1,627490.4678359285,566204.3576279714
20140318,2014-03-18,2014,3,March,1,Tuesday,0,0,537427.86875,1,627213.6812197857,572350.6655139715
20140319,2014-03-19,2014,3,March,2,Wednesday,0,0,585974.657018,1,628684.8040749285,580415.4161572036
20140320,2014-03-20,2014,3,March,3,Thursday,0,0,500897.112641,1,632627.5283745,586788.4587474714
20140321,2014-03-21,2014,3,March,4,Friday,0,0,548811.469984,1,635241.2733048572,593195.8807600072
20140322,2014-03-22,2014,3,March,5,Saturday,1,0,771704.933772,1,641049.1510078572,601535.1254366143
20140323,2014-03-23,2014,3,March,6,Sunday,1,0,838814.636064,1,628050.028621,614067.9172999357
20140324,2014-03-24,2014,3,March,0,Monday,0,0,571762.044919,1,622198.9604497143,620051.4121542928
20140325,2014-03-25,2014,3,March,1,Tuesday,0,0,539861.6183493,1,622546.6389638999,626781.5374494821
20140326,2014-03-26,2014,3,March,2,Wednesday,0,0,569680.543547,1,620218.9084680428,634498.5473266963
20140327,2014-03-27,2014,3,March,3,Thursday,0,0,468581.398304,1,615602.3778484714,639436.0906502678
20140328,2014-03-28,2014,3,March,4,Friday,0,0,538905.781947,1,614187.2795574714,643481.8401674464
20140329,2014-03-29,2014,3,March,5,Saturday,1,0,822333.142686,1,621419.8808308999,640302.3003394214
20140330,2014-03-30,2014,3,March,6,Sunday,1,0,873958.8396415,1,626440.4813419714,647678.9355770464
20140331,2014-03-31,2014,3,March,0,Monday,0,1,651800.509461,1,637874.5477051142,649029.9169368679
20140401,2014-04-01,2014,4,April,1,Tuesday,0,0,485079.887001,1,630048.5860839285,639606.6663977607
20140402,2014-04-02,2014,4,April,2,Wednesday,0,0,463917.316107,1,614939.5535925,629683.8413828321
20140403,2014-04-03,2014,4,April,3,Thursday,0,0,388867.961418,1,603551.919751643,621640.4669927964
20140404,2014-04-04,2014,4,April,4,Friday,0,0,422578.745073,1,586933.7716267857,615366.7671319034
20140405,2014-04-05,2014,4,April,5,Saturday,1,0,617680.194045,1,557697.6361066429,610521.586233475
20140406,2014-04-06,2014,4,April,6,Sunday,1,0,631888.250898,1,523116.12342899997,600370.5362661179
20140407,2014-04-07,2014,4,April,0,Monday,0,0,426091.1040178,1,490871.92265140003,594608.9746605393
20140408,2014-04-08,2014,4,April,1,Tuesday,0,0,376663.272105,1,475383.8348091143,588798.1852691822
20140409,2014-04-09,2014,4,April,2,Wednesday,0,0,375309.08201199997,1,462725.5156526857,581642.1954470393
20140410,2014-04-10,2014,4,April,3,Thursday,0,0,334052.7571255,1,454894.77218232857,576669.1495392357
20140411,2014-04-11,2014,4,April,4,Friday,0,0,379646.845927,1,448761.6437329,571280.9920555035
20140412,2014-04-12,2014,4,April,5,Saturday,1,0,529919.922964,1,436224.4621499,564097.7825238251
20140413,2014-04-13,2014,4,April,6,Sunday,1,0,540190.281942,1,423124.7522990429,550182.8464227536
20140414,2014-04-14,2014,4,April,0,Monday,0,0,381386.309033,1,416738.3530155,541920.9459554321
20140415,2014-04-15,2014,4,April,1,Tuesday,0,1,364689.054991,1,415027.7505706428,535751.7026068964
20140416,2014-04-16,2014,4,April,2,Wednesday,0,0,411357.084985,1,420177.46528107143,529515.360748575
20140417,2014-04-17,2014,4,April,3,Thursday,0,0,397464.842904,1,429236.334678,525821.3511151107
20140418,2014-04-18,2014,4,April,4,Friday,0,0,394392.184115,1,431342.811562,520306.3766197893
20140419,2014-04-19,2014,4,April,5,Saturday,1,0,496904.749136,1,426626.358158,510492.0843113608
20140420,2014-04-20,2014,4,April,6,Sunday,1,0,520126.3980386,1,423760.08902894286,499110.3615247393
20140421,2014-04-21,2014,4,April,0,Monday,0,0,398677.396998,1,426230.2444525143,492928.7669561322
20140422,2014-04-22,2014,4,April,1,Tuesday,0,0,370552.249018,1,427067.8435992286,486882.0037657286
20140423,2014-04-23,2014,4,April,2,Wednesday,0,0,372232.595049,1,421478.63075122854,479830.2913193714
20140424,2014-04-24,2014,4,April,3,Thursday,0,0,320875.477858,1,410537.2928875143,474555.0798748714
20140425,2014-04-25,2014,4,April,4,Friday,0,0,357173.708433,1,405220.36779008573,468064.6486779428
20140426,2014-04-26,2014,4,April,5,Saturday,1,0,497334.73503599997,1,405281.79434722854,456457.5626904429
20140427,2014-04-27,2014,4,April,6,Sunday,1,0,560508.420995,1,411050.65476957144,445262.90488163935
20140428,2014-04-28,2014,4,April,0,Monday,0,0,362271.9169815,1,405849.8719100714,434922.5980073715
20140429,2014-04-29,2014,4,April,1,Tuesday,0,0,326338.348031,1,399533.6003405,429253.2573298714
20140430,2014-04-30,2014,4,April,2,Wednesday,0,1,357079.964912,1,397368.93889235717,425437.63764433574
20140501,2014-05-01,2014,5,May,3,Thursday,0,0,530380.848064,1,427298.2774932143,430491.6693102643
20140502,2014-05-02,2014,5,May,4,Friday,0,0,443284.891212,1,439599.8750330714,431231.1745295143
20140503,2014-05-03,2014,5,May,5,Saturday,1,0,610391.748971,1,455750.8770237858,430970.8729197286
20140504,2014-05-04,2014,5,May,6,Sunday,1,0,646164.863883,1,467987.51172207145,431480.75195490714
20140505,2014-05-05,2014,5,May,0,Monday,0,0,427601.704071,1,477320.3384491428,431534.70195680717
20140506,2014-05-06,2014,5,May,1,Tuesday,0,0,388945.890086,1,486264.2730284286,431973.36688469996
20140507,2014-05-07,2014,5,May,2,Wednesday,0,0,391932.183945,1,491243.16146171425,432567.0490965928
20140508,2014-05-08,2014,5,May,3,Thursday,0,0,337483.713217,1,463686.4279121429,432689.58324271784
20140509,2014-05-09,2014,5,May,4,Friday,0,0,381335.196055,1,454836.4714611429,432749.88146157505
20140510,2014-05-10,2014,5,May,5,Saturday,1,0,577012.026997,1,450067.93975057144,434431.7423198964
20140511,2014-05-11,2014,5,May,6,Sunday,1,0,454512.928937,1,422689.0919011428,431371.83685543214
20140512,2014-05-12,2014,5,May,0,Monday,0,0,398251.889006,1,418496.2611775715,431974.17899732507
20140513,2014-05-13,2014,5,May,1,Tuesday,0,0,360734.522978,1,414466.06587642856,431832.94571114646
20140514,2014-05-14,2014,5,May,2,Wednesday,0,0,356373.806985,1,409386.2977392857,429869.2572111464
20140515,2014-05-15,2014,5,May,3,Thursday,0,1,332272.8296378,1,408641.88579940004,427540.9710230679
20140516,2014-05-16,2014,5,May,4,Friday,0,0,380822.742652,1,408568.67817040003,427056.348113675
20140517,2014-05-17,2014,5,May,5,Saturday,1,0,537873.964019,1,402977.5263164,428519.53435949644
20140518,2014-05-18,2014,5,May,6,Sunday,1,0,634519.7368283,1,428692.78458658565,432605.0107448428
20140519,2014-05-19,2014,5,May,0,Monday,0,0,388814.744958,1,427344.62115115713,432252.7731719857
20140520,2014-05-20,2014,5,May,1,Tuesday,0,0,354372.33997,1,426435.73786429997,431674.9192774143
20140521,2014-05-21,2014,5,May,2,Wednesday,0,0,356898.483031,1,426510.6915851572,431127.27241962857
20140522,2014-05-22,2014,5,May,3,Thursday,0,0,310660.142642,1,423423.1648714714,430762.43901905714
20140523,2014-05-23,2014,5,May,4,Friday,0,0,349549.892726,1,418955.6148820428,430490.1598866643
20140524,2014-05-24,2014,5,May,5,Saturday,1,0,516627.261707,1,415920.37169461424,431179.17869634286
20140525,2014-05-25,2014,5,May,6,Sunday,1,0,573412.21016,1,407190.72502771433,431640.0283093786
20140526,2014-05-26,2014,5,May,0,Monday,0,0,373831.086112,1,405050.20233542856,432052.855778325
20140527,2014-05-27,2014,5,May,1,Tuesday,0,0,327642.143098,1,401231.6027822857,432099.4198878607
20140528,2014-05-28,2014,5,May,2,Wednesday,0,0,338481.784057,1,398600.645786,431435.19914303924
20140529,2014-05-29,2014,5,May,3,Thursday,0,0,326624.5773325,1,400881.27931321424,424158.1894740571
20140530,2014-05-30,2014,5,May,4,Friday,0,0,375782.6398709,1,404628.8146196286,421747.39478330355
20140531,2014-05-31,2014,5,May,5,Saturday,1,1,597192.467989,1,416138.12980277144,421275.9918910893
20140601,2014-06-01,2014,6,June,6,Sunday,1,0,742732.830236,1,440326.78981362854,424724.8478322678
20140602,2014-06-02,2014,6,June,0,Monday,0,0,512725.7729758,1,460168.88793702854,427764.99315029645
20140603,2014-06-03,2014,6,June,1,Tuesday,0,0,443636.187975,1,476739.46577659994,429718.21807490353
20140604,2014-06-04,2014,6,June,2,Wednesday,0,0,423284.494993,1,488854.13876745716,430837.943469475
20140605,2014-06-05,2014,6,June,3,Thursday,0,0,359474.513823,1,493546.98683752853,431623.32920540357
20140606,2014-06-06,2014,6,June,4,Friday,0,0,391266.125449,1,495758.91334868566,431978.0052551893
20140607,2014-06-07,2014,6,June,5,Saturday,1,0,557142.461024,1,490037.4837822571,431268.3778990107
