store_nbr,family,city,state,store_type,cluster,history_start,history_end,history_length,active_days,zero_sales_rate,average_sales,sales_std,coefficient_of_variation,promotion_rate,observed_period_count,missing_period_count,has_positive_sales,is_insufficient_history,is_intermittent,is_promotion_dependent,is_high_volatility,is_ready,risk_flag_count,readiness_class,classification_rule,zero_sales_rate_median,zero_sales_rate_q75,cv_median,cv_q75,promotion_rate_q75,missing_period_count_q75
17,BOOKS,Quito,Pichincha,C,12,,,0,0,1.0,0.0,0.0,,0.0,0,0,0,1,1,0,0,0,2,Insufficient history,history_length < 365 or active_days < 90,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,BREAD/BAKERY,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,252.4795008912656,112.86265906580245,0.4470171188844697,0.37433155080213903,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,CELEBRATION,Quito,Pichincha,C,12,2014-01-02,2017-08-15,1322,987,0.2517058377558757,5.953752843062927,7.105116823169434,1.1933845778378305,0.019711902956785442,1319,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,CLEANING,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,1067.296494355318,319.7919610694357,0.29962804409153476,0.5002970885323826,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,DAIRY,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,545.8110516934046,280.7377658447209,0.5143497277560041,0.42840166369578137,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,DELI,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,424.37611408199643,157.8768520966095,0.3720210607001908,0.38740344622697565,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,EGGS,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,180.77124183006535,130.2252528705508,0.7203870015617281,0.2857991681521093,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,FROZEN FOODS,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,96.30036604159238,94.745265022132,0.9838515565061432,0.3273915626856803,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,GROCERY I,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,3834.6020303030305,1414.9848447428778,0.36900435392276115,0.6036838978015449,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,GROCERY II,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1599,0.049910873440285206,8.212121212121213,8.81118063136114,1.0729481949627955,0.05763517528223411,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,HARDWARE,Quito,Pichincha,C,12,2013-01-03,2017-08-15,1686,703,0.5820451843043996,0.7384066587395958,1.1881075714495575,1.609015245715101,0.0017835909631391202,1682,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,HOME AND KITCHEN I,Quito,Pichincha,C,12,2014-01-02,2017-08-15,1322,1161,0.1197877179681577,21.616376042456405,16.437491064693656,0.760418445367948,0.2304776345716452,1319,3,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,HOME AND KITCHEN II,Quito,Pichincha,C,12,2014-01-02,2017-08-15,1322,1162,0.11902956785443518,20.0538286580743,22.18181147625667,1.10611354342681,0.17892342683851403,1319,3,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,HOME APPLIANCES,Quito,Pichincha,C,12,2013-01-05,2017-08-01,1670,223,0.8661464585834334,0.1758703481392557,0.4898182466097305,2.7851098936921876,0.0,1666,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,HOME CARE,Quito,Pichincha,C,12,2014-01-02,2017-08-15,1322,1042,0.2100075815011372,242.131159969674,154.53079972852797,0.6382111238713859,0.4351781652767248,1319,3,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,LADIESWEAR,Quito,Pichincha,C,12,2014-01-04,2017-08-01,1306,526,0.5963161933998465,2.463545663852648,4.72939125500127,1.9197497835721664,0.003837298541826554,1303,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,LAWN AND GARDEN,Quito,Pichincha,C,12,2014-05-08,2015-11-03,545,40,0.9264705882352942,0.3805147058823529,1.5850553527363702,4.165556096080123,0.009191176470588236,544,1,1,1,1,0,1,0,3,Insufficient history,history_length < 365 or active_days < 90,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,LINGERIE,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1501,0.1081402257872846,5.320855614973262,5.806365053073804,1.0912464974118605,0.019013666072489603,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,"LIQUOR,WINE,BEER",Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1497,0.11051693404634581,39.07070707070707,42.83489155487136,1.0963428810579794,0.16339869281045752,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,MAGAZINES,Quito,Pichincha,C,12,2014-01-27,2017-08-15,1297,664,0.4868624420401855,1.6421947449768162,2.2471665009527158,1.368392212815442,0.0030911901081916537,1294,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,MEATS,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,253.01440345098038,141.8453944707589,0.5606218165292727,0.18538324420677363,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,PERSONAL CARE,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,228.46939988116458,105.85509685592324,0.4633228647292916,0.3582887700534759,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,PET SUPPLIES,Quito,Pichincha,C,12,2014-01-02,2017-08-15,1322,681,0.4836997725549659,1.2911296436694466,1.8329736151324094,1.4196665874102454,0.009097801364670205,1319,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,PLAYERS AND ELECTRONICS,Quito,Pichincha,C,12,2014-01-02,2017-08-15,1322,1004,0.23881728582259287,6.55724033358605,6.6363045022624085,1.0120575371122809,0.01061410159211524,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,POULTRY,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,301.1746793850267,106.33541196615825,0.35306889736974634,0.19786096256684493,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,PREPARED FOODS,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,65.33333333333333,28.468519443177318,0.43574264453842837,0.22400475341651813,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,PRODUCE,Quito,Pichincha,C,12,2014-01-02,2017-08-15,1322,1014,0.2312357846853677,957.2424781652767,662.6269721135728,0.6922247886278655,0.41470811220621684,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,C,12,2014-07-03,2017-08-15,1140,205,0.8197009674582234,0.8619173262972736,3.6989864690329184,4.291579199275947,0.055408970976253295,1137,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
17,SEAFOOD,Quito,Pichincha,C,12,2013-01-02,2017-08-15,1687,1542,0.08377896613190731,11.123269162210338,7.366052535157158,0.6622201106291874,0.12834224598930483,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,AUTOMOTIVE,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1443,0.14260249554367202,3.809863339275104,3.339771887352927,0.8766119910191791,0.0243612596553773,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,BABY CARE,Quito,Pichincha,B,16,2014-03-01,2017-08-15,1264,111,0.9119746233148295,0.1324345757335448,0.49831734793002563,3.762743567303966,0.0,1261,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,BEAUTY,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1233,0.26737967914438504,2.0005941770647655,2.2354030945533037,1.1173695895851528,0.08912655971479501,1683,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,BEVERAGES,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1568,0.06833036244800951,1645.7326203208556,1104.8475615093218,0.6713408653794067,0.43077837195484253,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,BOOKS,Quito,Pichincha,B,16,,,0,0,1.0,0.0,0.0,,0.0,0,0,0,1,1,0,0,0,2,Insufficient history,history_length < 365 or active_days < 90,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,BREAD/BAKERY,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,659.3854337492573,232.1179238525597,0.3520216128110991,0.35650623885918004,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,CELEBRATION,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,875,0.3366186504927976,5.957543593631539,49.24480994845873,8.265958809113906,0.006065200909780136,1319,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,CLEANING,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,600.6066547831254,305.91859059206826,0.5093493189857066,0.40819964349376114,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,DAIRY,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,473.57278669043376,240.88471968340022,0.5086540579470888,0.40404040404040403,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,DELI,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,205.18034079976232,95.30960513879641,0.464516262948457,0.35353535353535354,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,EGGS,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,161.58229352346999,81.85325662248817,0.5065731822317456,0.28401663695781343,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,FROZEN FOODS,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,56.76499281937017,64.22557224825735,1.1314292323197719,0.25727866904337493,1683,4,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,GROCERY I,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,2459.1142822341058,1177.2926620247374,0.4787466245591347,0.5317884729649436,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,GROCERY II,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1566,0.06951871657754011,16.646464646464647,10.731637428340974,0.644679675610289,0.0421865715983363,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,HARDWARE,Quito,Pichincha,B,16,2013-01-06,2017-08-15,1683,803,0.5217391304347826,0.93210244192972,1.322821522699775,1.41918040678142,0.0,1679,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,HOME AND KITCHEN I,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,1053,0.20166793025018953,18.335860500379074,30.88537000380399,1.6844243553862916,0.1683093252463988,1319,3,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,HOME AND KITCHEN II,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,1056,0.19939347990902198,10.725549658832449,9.166171600134309,0.8546108956370363,0.12206216830932524,1319,3,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,HOME APPLIANCES,Quito,Pichincha,B,16,2013-01-04,2017-07-31,1670,229,0.8625450180072028,0.17406962785114047,0.4861565930715,2.7928858070935134,0.0,1666,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,HOME CARE,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,934,0.2918877937831691,139.0174374526156,111.08124478528775,0.7990454062509247,0.36694465504169826,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,LADIESWEAR,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,891,0.3244882486732373,8.01516300227445,8.46611099990946,1.0562618623610083,0.000758150113722517,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,LAWN AND GARDEN,Quito,Pichincha,B,16,2013-01-08,2017-08-13,1679,711,0.5755223880597015,1.4161194029850745,3.654506127987454,2.580648298642068,0.021492537313432834,1675,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,LINGERIE,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1412,0.16102198455139632,4.372549019607843,4.724855958817479,1.0805724390120695,0.011883541295306001,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,"LIQUOR,WINE,BEER",Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1387,0.17587641117052882,57.036838978015446,66.38719037859245,1.163935301607108,0.17290552584670232,1683,4,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,MAGAZINES,Quito,Pichincha,B,16,2014-01-25,2017-08-15,1299,623,0.5192901234567902,1.5023148148148149,2.2881249688371197,1.5230662350348778,0.0,1296,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,MEATS,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,98.7226136654783,55.28955708179904,0.5600495674592628,0.1859774212715389,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,PERSONAL CARE,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,149.37967914438502,172.4942611963534,1.1547371247840654,0.29708853238265004,1683,4,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,PET SUPPLIES,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,839,0.3639120545868082,2.3495072024260804,2.6195073584497455,1.1149177817990366,0.014404852160727824,1319,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,PLAYERS AND ELECTRONICS,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,897,0.3199393479909022,5.489006823351024,5.63007252983052,1.0256996777412233,0.006065200909780136,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,POULTRY,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1569,0.0677361853832442,194.62529855793224,149.93598758241225,0.7703828263507185,0.21093285799168152,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,PREPARED FOODS,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1568,0.06833036244800951,49.96950149494949,24.63782191337263,0.49305718841047114,0.18775995246583482,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,PRODUCE,Quito,Pichincha,B,16,2014-01-02,2017-08-15,1322,906,0.31311599696739956,1117.7689336163762,927.9698612762515,0.8301982935542341,0.3434420015163002,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,B,16,2014-01-11,2017-08-15,1313,538,0.5893129770992367,2.4755725190839692,9.595354678893269,3.876014378461358,0.05877862595419847,1310,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
18,SEAFOOD,Quito,Pichincha,B,16,2013-01-02,2017-08-15,1687,1547,0.08080808080808081,9.38160469120618,7.129663748992453,0.7599620729783491,0.1538918597742127,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,AUTOMOTIVE,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1644,0.023172905525846704,6.551990493166964,4.171288023664413,0.63664439501471,0.0172311348781937,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,BABY CARE,Guaranda,Bolivar,C,15,2015-07-23,2017-08-15,755,132,0.8247011952191236,0.2656042496679947,0.6613163352746285,2.4898560023089766,0.0026560424966799467,753,2,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,BEAUTY,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1213,0.27926322043969104,1.6066547831253715,1.6395827364305424,1.0204947283330632,0.09566250742721331,1683,4,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,BEVERAGES,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,1958.92394533571,897.573703419808,0.458197320808178,0.45395127748068925,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,BOOKS,Guaranda,Bolivar,C,15,,,0,0,1.0,0.0,0.0,,0.0,0,0,0,1,1,0,0,0,2,Insufficient history,history_length < 365 or active_days < 90,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,BREAD/BAKERY,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,180.11348781937016,54.77369572212334,0.30410657405654185,0.3273915626856803,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,CELEBRATION,Guaranda,Bolivar,C,15,2014-01-02,2017-08-15,1322,1003,0.2395754359363154,6.717968157695224,9.994576835787052,1.48773804834704,0.01061410159211524,1319,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,CLEANING,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,927.7611408199643,342.6008639061394,0.3692770141281682,0.44979203802733214,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,DAIRY,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,289.6452762923351,140.2073189562869,0.484065615538565,0.34997029114676176,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,DELI,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,274.0427807486631,105.81270588912251,0.3861174726079286,0.36541889483065954,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,EGGS,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,64.90314913844325,38.114908662778106,0.5872582327473227,0.2103386809269162,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,FROZEN FOODS,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1677,0.0035650623885918,61.048526959595954,114.11253164122816,1.8692102385492744,0.2679738562091503,1683,4,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
19,GROCERY I,Guaranda,Bolivar,C,15,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,3021.7811330956624,1027.164883928313,0.3399203445538871,0.5436720142602496,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
